CycID	BH.Q	ADJ.P	PER	LAG	AMP
AGAP004678-RA	0.00353659496976724	0.000883854124400343	20	4	35.9395035371547
AGAP004710-RA	0.203160260353675	0.189282268560105	20	4	197.356933001514
AGAP004725-RA	0.0026302037439377	0.000558293830352654	20	4	197.652460623961
AGAP004726-RA	0.0225397403608559	0.0137221278371488	24	14	182.801521228926
AGAP004736-RA	0.00805338209321419	0.0031424559917207	16	6	19.3914685987278
AGAP004739-RA	0.000365855301005208	2.15782700026397e-05	20	2	115.797793094814
AGAP004743-RA	0.00353659496976724	0.000883854124400343	20	8	290.443935230611
AGAP004747-RA	0.0174464485217839	0.00969117950210387	16	4	84.9024408314904
AGAP004752-RA	0.0026302037439377	0.000558293830352654	24	0	26.7895713802315
AGAP004758-RA	0.0104020698840456	0.00464124344376445	24	18	179.359968305628
AGAP004762-RA	0.0480192513252851	0.0361944506823709	20	6	8.00052516886459
AGAP004765-RA	0.0174464485217839	0.00969117950210387	24	22	41.1549316926946
AGAP004767-RA	0.0290788229269775	0.0191856279224977	24	4	23.2585619639941
AGAP004768-RA	0.00139769088311367	0.000209118029496181	24	0	35.9751312325054
AGAP004778-RA	0.00100774840362693	0.000123575945529727	20	2	24.2391055012066
AGAP004783-RA	0.0174464485217839	0.00969117950210387	20	16	60.9724295120202
AGAP004789-RA	0.013521274767482	0.00675387899915211	16	4	40.3173938677752
AGAP004793-RA	0.061568036359375	0.0488892471324194	16	12	60.737485054211
AGAP004794-RA	0.00805338209321419	0.0031424559917207	20	2	230.960816942121
AGAP004797-RA	0.0104020698840456	0.00464124344376445	20	6	37.4703127708345
AGAP004798-RA	0.00100774840362693	0.000123575945529727	24	8	96.1613915936649
AGAP004801-RB	0.013521274767482	0.00675387899915211	24	20	702.677146458495
AGAP004802-RA	0.393322460862855	0.383230548338216	20	4	5.81843826193015
AGAP004819-RA	0.0480192513252851	0.0361944506823709	24	6	30.939166199753
AGAP004819-RC	0.000365855301005208	2.15782700026397e-05	20	4	483.218157871232
AGAP004823-RA	0.203160260353675	0.189282268560105	16	14	64.5653386467393
AGAP004824-RA	0.00100774840362693	0.000123575945529727	20	4	22.6394005440075
AGAP004834-RA	0.0480192513252851	0.0361944506823709	8	4	26.4208304469272
AGAP004838-RA	0.0480192513252851	0.0361944506823709	20	8	97.8047076610994
AGAP004839-RA	0.0290788229269775	0.0191856279224977	16	4	45.0840409606123
AGAP004840-RA	0.013521274767482	0.00675387899915211	20	2	21.0520820737632
AGAP004873-RA	0.0290788229269775	0.0191856279224977	20	12	142.045476619306
AGAP004873-RB	0.0174464485217839	0.00969117950210387	24	12	77.7976179776857
AGAP004878-RA	0.316712070209864	0.305419770472292	24	6	11.5133623752771
AGAP004883-RA	0.0290788229269775	0.0191856279224977	24	12	7.78972186199547
AGAP004886-RB	0.0290788229269775	0.0191856279224977	24	20	110.863220260753
AGAP004890-RA	0.126881025204327	0.113309279422725	8	6	36.7766740474811
AGAP004890-RB	0.0290788229269775	0.0191856279224977	24	20	86.7604795868978
AGAP004892-RA	0.000741328716315586	7.11438421522455e-05	24	16	194.304983159258
AGAP004892-RB	0.000741328716315586	7.11438421522455e-05	24	16	194.304983159258
AGAP004903-RA	0.0104020698840456	0.00464124344376445	24	22	55.7338882745129
AGAP004915-RA	0.00623554422873369	0.00209444471261698	16	12	109.773553076883
AGAP004928-RA	0.0788197079850958	0.0653460291459241	20	8	441.422466652878
AGAP004929-RA	0.126881025204327	0.113309279422725	16	6	61.4072240853134
AGAP004942-RB	0.316712070209864	0.305419770472292	8	0	74.2953920551278
AGAP004943-RA	0.0480192513252851	0.0361944506823709	8	4	24.2823092546326
AGAP004954-RA	0.253882282376914	0.241446195902603	24	20	5.63415503121772
AGAP004956-RA	0.013521274767482	0.00675387899915211	24	2	12.3719734243076
AGAP004957-RA	0.013521274767482	0.00675387899915211	20	4	10.60644749604
AGAP004960-RA	0.0999941246176127	0.0864660957623142	24	22	96.5411999216891
AGAP004978-RA	0.0563407275247541	0.0425418489073951	8	6	3.03800883343258
AGAP004985-RA	0.0225397403608559	0.0137221278371488	20	2	16.3707637209211
AGAP004989-RB	0.00805338209321419	0.0031424559917207	24	20	343.290066147946
AGAP004991-RA	0.126881025204327	0.113309279422725	16	4	70.051688093816
AGAP005005-RA	0.000117368759025422	2.73769181332207e-06	24	16	2875.71838613292
AGAP005007-RA	0.0104020698840456	0.00464124344376445	20	2	18.6805344555376
AGAP005018-RA	0.0026302037439377	0.000558293830352654	24	6	55.7348279784441
AGAP005029-RB	0.000262782766202739	1.12958936488348e-05	24	4	538.01934734384
AGAP005032-RB	0.000741328716315586	7.11438421522455e-05	24	4	2571.1858475236
AGAP005033-RA	0.253882282376914	0.241446195902603	20	2	3.70318591208597
AGAP005038-RA	0.0174464485217839	0.00969117950210387	24	2	44.4086635780214
AGAP005055-RB	0.730819109410246	0.723026303178614	24	16	181.796847037247
AGAP005056-RA	0.000175909362375186	5.68584076987438e-06	24	2	213.954820983198
AGAP005058-RA	0.0026302037439377	0.000558293830352654	24	20	38.2162431119314
AGAP005062-RA	0.253882282376914	0.241446195902603	20	14	80.3082749776275
AGAP005071-RA	0.000538068489749162	3.9803800308002e-05	20	12	127.134128500684
AGAP005071-RB	0.00473530063064799	0.00137277958969135	24	12	98.5591400029037
AGAP005076-RA	0.000365855301005208	2.15782700026397e-05	24	10	99.675372953792
AGAP005079-RD	0.000741328716315586	7.11438421522455e-05	24	14	13289.2377433811
AGAP005088-RA	4.77005384630199e-05	5.40425960594028e-07	24	12	1267.63070036017
AGAP005091-RA	0.485690953711914	0.477113272756655	24	16	596.22522433404
AGAP005091-RB	0.0290788229269775	0.0191856279224977	20	14	1341.94276093921
AGAP005091-RD	0.0026302037439377	0.000558293830352654	24	14	251.125605771278
AGAP005095-RA	0.596661233585739	0.589503684632361	16	4	509.367487244496
AGAP005099-RA	0.0174464485217839	0.00969117950210387	16	12	44.4704256018189
AGAP005102-RA	0.00805338209321419	0.0031424559917207	20	2	46.3284316951308
AGAP005105-RA	0.00623554422873369	0.00209444471261698	24	22	25.0759260426606
AGAP005108-RA	0.000741328716315586	7.11438421522455e-05	20	4	113.727509338289
AGAP005111-RA	0.00353659496976724	0.000883854124400343	16	12	30.8489357232307
AGAP005117-RA	0.00805338209321419	0.0031424559917207	16	4	28.5219227179402
AGAP005122-RA	0.0104020698840456	0.00464124344376445	24	22	162.592891259181
AGAP005123-RA	0.013521274767482	0.00675387899915211	20	2	32.0767292273055
AGAP005124-RA	0.00473530063064799	0.00137277958969135	20	2	45.2014821497777
AGAP005124-RB	0.0104020698840456	0.00464124344376445	20	0	64.5655018144467
AGAP005124-RD	0.00805338209321419	0.0031424559917207	24	2	60.7689753128569
AGAP005133-RA	0.0225397403608559	0.0137221278371488	24	18	83.8191897406444
AGAP005134-RA	0.061568036359375	0.0488892471324194	24	4	1669.74198737793
AGAP005143-RA	0.0026302037439377	0.000558293830352654	20	14	323.202583240329
AGAP005144-RA	0.00805338209321419	0.0031424559917207	20	0	17.0053484718798
AGAP005148-RA	0.00805338209321419	0.0031424559917207	20	2	17.8740857061826
AGAP005149-RA	0.00623554422873369	0.00209444471261698	20	4	33.1234865232107
AGAP005150-RA	0.000365855301005208	2.15782700026397e-05	24	16	157.457152043812
AGAP005155-RA	0.00805338209321419	0.0031424559917207	24	0	132.302846279616
AGAP005156-RA	0.253882282376914	0.241446195902603	24	18	24.0840062142272
AGAP005159-RA	0.00473530063064799	0.00137277958969135	20	10	327.077105393259
AGAP005160-RE	0.253882282376914	0.241446195902603	20	4	59.5745573273887
AGAP005161-RA	0.013521274767482	0.00675387899915211	24	0	30.1022628275448
AGAP005167-RA	0.00197112314418885	0.000345488428471622	24	0	18.3020166374741
AGAP005170-RA	0.886680376812045	0.88047568240583	12	2	20.1673593077696
AGAP005175-RA	0.013521274767482	0.00675387899915211	24	18	342.707048657936
AGAP005175-RB	0.253882282376914	0.241446195902603	24	12	86.2163876853147
AGAP005188-RA	0.00139769088311367	0.000209118029496181	24	2	49.4149281578531
AGAP005191-RA	0.00473530063064799	0.00137277958969135	20	18	41.3892025847274
AGAP005193-RA	0.00353659496976724	0.000883854124400343	24	20	39.0839381286735
AGAP005197-RA	0.00805338209321419	0.0031424559917207	20	10	1896.97070652837
AGAP005205-RB	0.0174464485217839	0.00969117950210387	20	16	311.58224894548
AGAP005209-RA	0.316712070209864	0.305419770472292	24	20	72.3496028846481
